1 0.574372 0.311778 0.256756 0.365452 0.271605 0.116071 0.795667 0.222646 0.324393 0.275836 0.302883 0.800591 0.469208 0.202521 0.18489 0.444626 0.527397 0.184019 0.441982 0.169299 0.395237 0.434331 0.56039 0.934928 0.729362 0.440055 0.256002 0.325477 0.2 0.311828 0.571264 0.520976 0.579331 0.304192 0.448769 0.737966 
1 0.484697 0.304404 0.249096 0.186507 0.234568 0.132143 0.755285 0.424837 0.573878 0.132531 0.388152 0.736475 0.377654 0.239132 0.199786 0.460792 0.527397 0.200969 0.815573 0.153202 0.369642 0.447436 0.574854 0.860584 0.643689 0.46465 0.279818 0.360966 0.226316 0.286738 0.718511 0.449099 0.647076 0.344742 0.432253 0.713352 
1 0.520233 0.329816 0.294971 0.352384 0.333333 0.142857 0.78794 0.468599 0.305228 0.131502 0.288522 0.721993 0.481535 0.314396 0.181437 0.475761 0.753425 0.188862 0.791206 0.0799055 0.362459 0.588494 0.659006 0.809167 0.608787 0.447504 0.206997 0.238878 0.1 0.329749 0.578112 0.520946 0.670731 0.36829 0.462588 0.66793 
1 0.529923 0.222201 0.30331 0.29152 0.0864198 0.1625 0.772442 0.482433 0.233674 0.0853103 0.316743 0.767121 0.538222 0.351493 0.165204 0.45261 0.678082 0.200969 0.896663 0.117275 0.321692 0.46669 0.623491 0.88662 0.567555 0.374034 0.177628 0.257081 0.110526 0.326165 0.674151 0.498604 0.679176 0.39515 0.498276 0.660427 
1 0.553063 0.245771 0.308045 0.279576 0.358025 0.183929 0.729772 0.56928 0.549679 0.130252 0.320938 0.750592 0.578042 0.266322 0.195339 0.475293 0.671233 0.193705 0.869292 0.15402 0.34942 0.345867 0.596819 0.909192 0.772157 0.420808 0.232326 0.290744 0.226316 0.247312 0.626401 0.479718 0.640718 0.263669 0.421997 0.770427 
1 0.673829 0.337308 0.315772 0.259622 0.580247 0.142857 0.78288 0.265506 0.692785 0.322113 0.36448 0.755375 0.728102 0.465646 0.210523 0.373466 0.773973 0.256659 0.792077 0.136314 0.426614 0.4086 0.685701 0.863377 0.353592 0.566895 0.331923 0.519079 0.173684 0.21147 0.638273 0.401551 0.873585 0.691215 0.407551 0.478206 
1 0.575561 0.257789 0.295201 0.202612 0.407407 0.155357 0.785519 0.35187 0.505137 0.22611 0.349658 0.775553 0.548175 0.361124 0.208083 0.385668 0.828767 0.164649 0.782695 0.159839 0.303181 0.408467 0.605041 0.887691 0.480871 0.310993 0.285147 0.34034 0.126316 0.369176 0.51852 0.542479 0.658213 0.389447 0.516491 0.666675 
1 0.647238 0.228431 0.321889 0.299529 0.197531 0.176786 0.752589 0.459654 0.354651 0.162007 0.332402 0.750693 0.515503 0.305245 0.176149 0.449212 0.568493 0.186441 0.81479 0.129509 0.336152 0.429034 0.5531 0.899891 0.605745 0.355006 0.285369 0.330337 0.189474 0.34767 0.652517 0.517642 0.648778 0.301971 0.480539 0.722097 
1 0.542319 0.240515 0.3019 0.271564 0.345679 0.191071 0.801904 0.438641 0.453578 0.123076 0.342519 0.742146 0.520084 0.30385 0.202846 0.452105 0.568493 0.215496 0.804786 0.156794 0.298321 0.402346 0.531313 0.90801 0.61089 0.295439 0.275404 0.368089 0.0947368 0.376344 0.639544 0.595869 0.645007 0.282041 0.39612 0.690536 
1 0.550968 0.216787 0.282562 0.259089 0.209877 0.158929 0.758323 0.268337 0.637685 0.211551 0.368413 0.816413 0.594764 0.332727 0.197497 0.526261 0.616438 0.213075 0.811342 0.158432 0.304051 0.367737 0.585922 0.869547 0.451406 0.214884 0.225441 0.332201 0.115789 0.315412 0.60797 0.525175 0.699401 0.33641 0.502185 0.589661 
